name;CAS;m_mol;S;p_vap;H;koc;kow;D_air;D_w;BA;NA;LOD_w;LOD_s;NA;lamnda_s;lambda_u;NA;theta_ag;theta_bg;EPA_w;is_carc;SF_o;UR_inhal;Ref_oral;Ref_inhal;ads_derm;ads_gast;derm_per;derm_lag;derm_exp;derm_contr;MCL1;MCL2;NA;PEL_TWA;NA;AQLP_w;AQLP_w;HH_w;HH_fish;HH_fish_salt;NA
phenylene-diamine-p;106503;  108.14292	;  38000	;  0.0046	;  5.23782e-008	;  0.041392685158	;  -0.391	;  0.0715	;  8.92e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.19	;  0.0001	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  0.1	; ;  -	;  -	;  -	;  -	;  -	; 
phorate;298022;  260.38254	;  44	;  0.0013	;  0.00049884	;  3.74	;  3.3667	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0002	;  5e-005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
phosalone;2310170;  367.81	;  77.7	;  7.53e-005	;  1.949633e-005	;  3.06135	;  3.15	;  0.038	;  4.9698321513e-006	;  1	; ;  0.1	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.002	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
phosdrin-mevinphos;7786347;  224.14986	;  12416380.43	;  0.018098898	;  3.2769183187e-009	;  -0.90004069478	;  -0.6997480027	;  0.04720935119	;  6.063323763e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  2.5e-005	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  0.1	; ;  -	;  -	;  -	;  -	;  -	; 
phosphine;7803512;  33.99758	;  400	;  31388	;  145.92109811	;  -	;  -0.271	;  0.381	;  1.82e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.0003	;  0.0003	;  0.01	;  0.2	;  -	;  -	;  -	;  -	;  -	;  -	; ;  0.4	; ;  -	;  -	;  -	;  -	;  -	; 
phosphorus-white;7723140;  123.89504	;  3	;  0.025	;  0.05647277207	;  3.05	;  3.08	;  -	;  -	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  2e-005	;  0.0001	;  0.01	;  0.2	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
benz-a-anthracene;56553;  228.29328	;  0.01	;  1.54e-007	;  0.0001392595	;  5.55	;  5.521	;  0.051	;  9e-006	;  1	; ;  0.01	;  0.66	; ;  1360	;  1360	; ;  -	;  -	;  B2	;  TRUE	;  0.73	;  8.8e-005	;  -	;  -	;  0.13	;  0.89	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  9.9e-005	;  0.00081	;  0.00054	; 
phthalic-anhydride;85449;  148.11796	;  6200	;  0.0002	;  2.53577e-007	;  1.9	;  2.0688	;  0.0636	;  7.9e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  2	;  0.12	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  12	; ;  -	;  -	;  -	;  -	;  -	; 
picloram;1918021;  241.46	;  281.57	;  2.15e-006	;  1.005994e-007	;  -0.06	;  2.94	;  0.055	;  7.2733171624e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.07	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  0.5	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
picoline-2-2-methylpyridine;109068;  93.128	;  61372.41128	;  7.483851013	;  0.00062115309666	;  1.1995965489	;  1.280892795	;  0.07765495788	;  8.8581046369e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.009	;  0.0003	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
polybrominated-biphenyls-solid;67774327;  627.58776	;  0.011	;  5.2e-008	;  0.000162123	;  3.33	;  6.39	;  -	;  4.6252625343e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  8.9	;  -	;  7e-006	;  -	;  0.1	;  0.93	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
polychlorinated-biphenyls-liquid;1336363;  290	;  0.0555	;  7.6e-005	;  0.0174594	;  5.7242758696	;  6.3010299957	;  0.104	;  1e-005	;  1	; ;  0.05	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  2	;  0.00057	;  2e-005	;  -	;  0.14	;  0.81	;  -	;  -	;  -	;  -	;  0.0005	;  -	; ;  -	; ;  1.4e-005	;  3e-005	;  1.3e-006	;  1.3e-006	;  8.85e-007	; 
primene;68955533;  171.33	;  95.56	;  0.033	;  0.003238303	;  3.96177	;  4.03	;  0.046	;  0.0010792264675	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.006	;  0.006	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
prometon-pramitol;1610180;  225.293	;  57.587	;  3.428e-006	;  7.31632e-007	;  2.78352	;  2.88	;  0.04247	;  5.5352245393e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.015	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
pronamide;23950585;  256.13144	;  15	;  0.0004	;  0.00037413	;  2.3010299957	;  3.5747	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.075	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
propanal-propionaldehyde;123386;  58.08	;  109273.14	;  151.36	;  0.0044001845	;  0.339727	;  0.33	;  0.104478	;  1.0711333251e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.008	;  0.18	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
propanil;709988;  218.0816	;  126.6549421	;  8.989807286e-007	;  8.4666907712e-008	;  2.9558797541	;  2.974430764	;  0.04925425597	;  6.5948573878e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.005	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
benzaldehyde;100527;  106.1238	;  3579.803153	;  1.255707573	;  0.0020360986	;  1.7737805066	;  1.899445578	;  0.07282827361	;  8.6726785463e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.1	;  0.009	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  	; 
propanoic-acid;79094;  74.0792	;  191985.3359	;  2.9025	;  1.53659348e-005	;  -2.7933865737	;  0.4951373149	;  0.09014207481	;  1.0433239434e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.5	;  0.001	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
propanol-1;71238;  60.0956	;  121355.5271	;  17.09711734	;  0.00046580613179	;  0.57014664499	;  0.6209706339	;  0.09750186354	;  1.0479413461e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.2	;  0.5	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  500	; ;  -	;  -	;  -	;  -	;  -	; 
propargite;2312358;  350.47904	;  0.5	;  4.4789733465e-008	;  1.436278381e-006	;  3.7464785099	;  3.73	;  0.03936695975	;  4.199139061e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.02	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
propargyl-alcohol;107197;  56.06416	;  5570000	;  12	;  1.338554e-005	;  0.731	;  -0.4217	;  0.10362532696	;  1.2381175078e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.002	;  0.0023	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
propazine;139402;  229.71	;  7.23	;  1.23e-006	;  2.145012e-006	;  3.04465	;  3.25	;  0.044	;  5.6864370284e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.0445	;  -	;  0.02	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
propham;122429;  179.21872	;  250	;  0.00013504442251	;  5.2952497306e-006	;  1.7075701761	;  2.6603	;  0.057088260393	;  6.2757352843e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.02	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
propionitrile-propane-nitrile;107120;  55.0782	;  97337.89883	;  32.82076934	;  0.001015829462	;  0.215216563	;  0.17277	;  0.101536406	;  1.7160569536e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0004	;  0.01	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
propyl-acetate-n;109604;  102.1328	;  18431.43695	;  29.31885218	;  0.0088862708526	;  1.0739993291	;  1.257228601	;  0.0736112929	;  8.0893342279e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.09	;  -	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  840	; ;  -	;  -	;  -	;  -	;  -	; 
propylbenzene-n;103651;  120.19	;  42.019	;  2.7126	;  0.424	;  3.03	;  3.73	;  0.0622	;  7.21e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.04	;  0.4	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
propylene-glycol;57556;  76.1	;  100000	;  0.0205	;  2.06e-007	;  -0.567	;  -0.921	;  0.106	;  1.23e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  20	;  0.156	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
benzene;71432;  78.11364	;  1770	;  95	;  0.2273879	;  1.82	;  1.993	;  0.088	;  9.8e-006	;  1	; ;  0.002	;  0.005	; ;  720	;  720	; ;  -	;  -	;  A	;  TRUE	;  0.055	;  7.8e-006	;  0.003	;  0.006	;  0	;  0.97	;  0.021	;  0.26	;  0.63	;  0.013	;  0.005	;  -	; ;  3.19	; ;  -	;  -	;  0.005	;  0.106	;  0.0708	; 
propylene-glycol-monomethyl-ether;107982;  90.1	;  100000	;  11.8	;  1.4e-005	;  -0.189	;  -0.437	;  0.0945	;  1.09e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.7	;  2	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
propylene-oxide;75569;  58.08004	;  476000	;  532	;  0.003466938	;  0.102157	;  0.03	;  0.104	;  1.1636187292e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  0.24	;  3.7e-006	;  -	;  0.03	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  240	; ;  -	;  -	;  -	;  -	;  -	; 
propylene-tetramer;6842155;  160	;  0.034	;  0.4788	;  120	;  5.4	;  -	;  0.1	;  1e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.1	;  1	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
pyrene;129000;  202.2554	;  0.135	;  4.25e-006	;  0.00045727	;  4.58	;  4.933	;  0.0272	;  7.24e-006	;  1	; ;  0.01	;  0.66	; ;  3800	;  3800	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.03	;  -	;  0.13	;  0.89	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  0.96	;  11	;  11	; 
pyridine;110861;  79.1014	;  300	;  20	;  0.29099	;  0.64345267649	;  0.8045	;  0.091	;  7.6e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.001	;  0.015	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  15	; ;  -	;  -	;  0.0881	;  13.333	;  8.889	; 
quinoline;91225;  129.16128	;  6778.4803319	;  0.096	;  0.0001147332	;  2.7558748557	;  2.1426	;  0.0546	;  8.31e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  B2	;  TRUE	;  3	;  -	;  -	;  0.0005	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
ronnel;299843;  321.55	;  2.283	;  0.000101	;  0.0013190161	;  3.927034	;  4.86	;  0.0462427455	;  5.5391868495e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.05	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  15	; ;  -	;  -	;  -	;  -	;  -	; 
safrole;94597;  162.1878	;  136.8734792	;  0.047724388	;  0.0030932196739	;  2.9733447866	;  3.024480963	;  0.05602372599	;  7.0074139302e-006	;  1	; ;  0.01	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.22	;  6.3e-005	;  -	;  -	;  0.1	;  0.5	;  0.015	;  0.85	;  2	;  0.046	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
selenium;7782492;  78.96	;  0	;  0	;  0	;  0.34242268082	;  0.239	;  -	;  -	;  1	; ;  0.02	;  0.075	; ;  -	;  -	; ;  0.015	;  0.022	;  D	;  FALSE	;  -	;  -	;  0.005	;  0.0002	;  0.01	;  0.5	;  0.001	;  -	;  -	;  -	;  0.05	;  -	; ;  0.2	; ;  0.005	;  0.136	;  0.05	;  -	;  -	; 
selenourea;630104;  118.9844	;  -	;  -	;  -	;  -	;  -2.6283	;  -	;  -	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.005	;  -	;  -	;  -	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
benzenethiol;108985;  110.17964	;  760	;  2.4	;  0.0182908	;  1.32	;  2.6855	;  0.076	;  8.6848497647e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  1e-005	;  0.0005	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
silver;7440224;  107.8682	;  0	;  0	;  0	;  -1	;  0	;  0	;  0	;  1	; ;  -	;  -	; ;  -	;  -	; ;  0.17	;  0.1	;  D	;  FALSE	;  -	;  -	;  0.005	;  1e-005	;  0.01	;  0.04	;  -	;  -	;  -	;  -	;  -	;  0.1	; ;  0.01	; ;  0.0008	;  0.0023	;  -	;  -	;  -	; 
silvex-2-4-5-tp;93721;  269.51178	;  140	;  5.2e-006	;  5.44567e-007	;  3.414973348	;  3.6793	;  0.0194	;  5.8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.008	;  0.01	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  0.05	;  -	; ;  -	; ;  -	;  -	;  0.05	;  0.0503	;  0.0336	; 
simazine;122349;  201.66	;  40.56	;  9.1e-007	;  2.477572e-007	;  2.47308	;  2.64	;  0.049	;  6.3741647657e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.12	;  -	;  0.005	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  0.004	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
sodium-diethyldithiocarbamate;148185;  171.26287	;  -	;  -	;  -	;  -	;  0.269	;  -	;  -	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.27	;  -	;  0.03	;  0.005	;  -	;  -	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
sodium-polyacrylate;9003047;  72.06356	;  1000000	;  3.72	;  1.317769e-005	;  0.05428385672	;  0.4415	;  0.0908	;  1.06e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.5	;  0.001	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
strontium;7440246;  87.62	;  -	;  0	;  0	;  0.30102999566	;  0	;  0	;  0	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.6	;  -	;  0.01	;  0.2	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
strychnine;57249;  334.41788	;  143	;  1.672e-010	;  6.6512e-012	;  1.8976270913	;  1.8474	;  0.08	;  8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0003	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  0.15	; ;  -	;  -	;  -	;  -	;  -	; 
styrene;100425;  104.15152	;  310	;  6.24	;  0.1143175	;  2.88	;  2.895	;  0.071	;  8e-006	;  1	; ;  0.001	;  0.005	; ;  210	;  210	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.2	;  1	;  0	;  0.8	;  0.055	;  0.38	;  0.91	;  0.089	;  0.1	;  -	; ;  426	; ;  -	;  -	;  -	;  -	;  -	; 
sulfolane;126330;  120.17	;  8369.79	;  0.000615	;  4.82212e-007	;  -0.789069	;  -0.803	;  0.69837	;  9.3019629559e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  2e-005	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
tebuconazole;107534963;  307.8	;  36	;  1.28e-008	;  5.94451e-009	;  3.00843	;  3.7	;  0.042470131186	;  4.1662163191e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  FALSE	;  -	;  -	;  0.03	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
benzidine;92875;  184.24068	;  520	;  8.36e-008	;  1.62123e-009	;  1.32	;  1.34	;  0.034	;  1.5e-005	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  A	;  TRUE	;  230	;  0.067	;  0.003	;  -	;  0.1	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  1.06e-006	;  3.47e-006	;  2.3e-006	; 
tebuthiuron;34014181;  228.31	;  2500	;  2.03e-005	;  4.9884e-011	;  1.495901	;  1.79	;  0.056166658944	;  5.8511842334e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.07	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
terbufos;13071799;  288.44	;  6.8362	;  0.02958	;  0.068278725	;  4.137684	;  4.196	;  0.04184	;  5.084438373e-006	;  1	; ;  0.02	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  2.5e-005	;  -	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
tert-amyl-methyl-ether-tame;994058;  102.176	;  4294.92	;  99.72	;  0.13	;  1.62	;  1.95	;  0.06988	;  7.37e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.04	;  -	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
tert-butyl-alcohol-2-methyl-2-propanol;75650;  74.1224	;  235208.1557	;  31.42315177	;  0.003	;  0.62467897499	;  0.6898332807	;  0.08516300244	;  9.1078635193e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.09	;  0.3	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  300	; ;  -	;  -	;  -	;  -	;  -	; 
tetrachlorobenzene-1-2-3-4;634662;  215.8926	;  6.431993007	;  0.01643314816	;  0.030170283854	;  4.6097827213	;  4.689219452	;  0.05722145207	;  7.3064472995e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0003	;  0.35	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
tetrachlorobenzene-1-2-3-5;634902;  215.8926	;  5.182658798	;  0.0105619693	;  0.024065587684	;  3.8025315121	;  4.702780038	;  0.05750624076	;  7.3081858343e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0003	;  0.35	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
tetrachlorobenzene-1-2-4-5;95943;  215.89388	;  0.3	;  0.0054	;  0.049884	;  3.2041199827	;  4.571	;  0.0211	;  8.8e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.0003	;  0.35	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  0.000241	;  0.000243	;  0.000162	; 
tetrachloroethane-1-1-1-2;630206;  167.84988	;  1100	;  12.16	;  0.099768	;  2.98	;  2.9332	;  0.071	;  7.9e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  C	;  TRUE	;  0.026	;  7.4e-006	;  0.03	;  -	;  0	;  0.8	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
tetrachloroethane-1-1-2-2;79345;  167.84988	;  2970	;  5.17	;  0.01546404	;  1.89	;  2.1926	;  0.071	;  7.9e-006	;  1	; ;  0.0005	;  0.005	; ;  45	;  45	; ;  -	;  -	;  C	;  TRUE	;  0.2	;  5.8e-005	;  0.04	;  -	;  0	;  0.7	;  0.009	;  0.92	;  2.2	;  0.025	;  -	;  -	; ;  35	; ;  -	;  -	;  0.0017	;  0.11	;  0.11	; 
tetrachloroethylene;127184;  165.834	;  200	;  18.4	;  0.764888	;  2.1903316982	;  2.9654	;  0.072	;  8.2e-006	;  1	; ;  0.0005	;  -	; ;  720	;  720	; ;  -	;  -	;  B2	;  TRUE	;  0.052	;  5.8e-007	;  0.01	;  0.27074938776	;  0	;  1	;  0.048	;  0.9	;  4.3	;  0.25	;  0.005	;  -	; ;  680	; ;  -	;  -	;  0.005	;  0.323	;  0.215	; 
benzo-a-pyrene;50328;  252.31528	;  0.00162	;  4.89e-009	;  4.69741e-005	;  5.98	;  6.109	;  0.043	;  9e-006	;  1	; ;  0.01	;  0.66	; ;  1060	;  1060	; ;  -	;  -	;  B2	;  TRUE	;  7.3	;  0.00088	;  -	;  -	;  0.13	;  0.89	;  -	;  -	;  -	;  -	;  0.0002	;  -	; ;  0.2	; ;  -	;  -	;  9.9e-005	;  0.00081	;  0.00054	; 
acetone;67641;  58.08004	;  600000	;  227.2	;  0.001612916	;  -0.24412514433	;  -0.235	;  0.124	;  1.14e-005	;  1	; ;  0.1	;  0.1	; ;  14	;  14	; ;  -	;  -	;  D	;  FALSE	;  -	;  -	;  0.1	;  0.59	;  0	;  0.83	;  -	;  -	;  -	;  -	;  -	;  -	; ;  590	; ;  -	;  -	;  -	;  -	;  -	; 
tetrachlorophenol-2-3-4-5;4901513;  231.892	;  295.5270503	;  4.619576724e-005	;  1.9827006268e-006	;  2.66	;  4.41	;  0.05651311326	;  7.3156634161e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.03	;  0.007	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
tetrachlorophenol-2-3-4-6;58902;  231.89328	;  100	;  0.005016	;  0.000253577	;  2.0211892991	;  4.0908	;  0.0217	;  7.1e-006	;  1	; ;  -	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.03	;  0.007	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
tetrachlorophenol-2-3-5-6;935955;  231.9	;  2.03	;  0.00092	;  0.0058198	;  1.4044012738	;  4.51	;  0.056	;  7.2905424469e-006	;  1	; ;  0.01	;  -	; ;  -	;  -	; ;  -	;  -	;  NA	;  FALSE	;  -	;  -	;  0.03	;  0.007	;  0.1	;  0.5	;  -	;  -	;  -	;  -	;  -	;  -	; ;  -	; ;  -	;  -	;  -	;  -	;  -	; 
