,CAS,nombre,name,MW,MW_ref,H,HLC,H_ref,VP,VP_ref,MP,MP_ref,rho,rho_ref,Da,Dw,D_ref,Kd,Kd_ref,Koc,Koc_ref,logKoc,logKoc_ref,S,S_ref,B,tau,tau.,Kp,Kp_ref
796,95-95-4,"Fenol, 2,4,5-tricloro -","Trichlorophenol, 2,4,5-",200,PHYSPROP,0.000066,0.0000016,EPI,0.0075,EPI,69,PHYSPROP,1.5,PERRY,0.031,0.0000081,WATER 9,NA,,1600,SSL,3.7,PHYSPROP,1200,PHYSPROP,0.2,1.3,3.2,0.036,EPI
797,950-10-7,NA,Mephosfolan,270,PHYSPROP,4.9E-009,1.2E-010,PHYSPROP,0.000032,PHYSPROP,84,EPI,NA,,0.046,0.0000053,WATER 9,NA,,640,EPI,1,PHYSPROP,57,PHYSPROP,0.0015,3.4,8.1,0.00024,EPI
798,950-37-8,"Ácido fosforoditióico, S-[(5-metoxi-2-oxo-1,3,4-tiadiazol-3(2H)-il)metil] O,O-dimetil éster",Methidathion,300,PHYSPROP,0.00000029,7.2E-009,EPI,0.0000034,PHYSPROP,39,PHYSPROP,NA,,0.042,0.0000049,WATER 9,NA,,21,EPI,2.2,PHYSPROP,190,PHYSPROP,0.0061,5.2,12,0.00091,EPI
799,957-51-7,NA,Diphenamid,240,PHYSPROP,1.5E-009,3.6E-011,EPI,0.00000003,PHYSPROP,140,PHYSPROP,1.2,CRC89,0.024,0.0000062,WATER 9,NA,,4800,EPI,2.2,PHYSPROP,260,PHYSPROP,0.033,2.3,5.5,0.0056,EPI
800,96-12-8,"Propano, 1,2-dibromo-3-cloro -","Dibromo-3-chloropropane, 1,2-",240,PHYSPROP,0.006,0.00015,EPI,0.58,PHYSPROP,6,PHYSPROP,2.1,CRC89,0.032,0.0000089,WATER 9,NA,,120,EPI,3,PHYSPROP,1200,PHYSPROP,0.041,2.2,5.3,0.0069,EPI
801,96-18-4,"Propano, 1,2,3-tricloro -","Trichloropropane, 1,2,3-",150,PHYSPROP,0.014,0.00034,PHYSPROP,3.7,PHYSPROP,-15,PHYSPROP,1.4,CRC89,0.057,0.0000092,WATER 9,NA,,120,EPI,2.3,PHYSPROP,1800,PHYSPROP,0.035,0.7,1.7,0.0075,EPI
802,96-19-5,NA,"Trichloropropene, 1,2,3-",150,PHYSPROP,0.72,0.018,PHYSPROP,4.4,PHYSPROP,-56,EPI,1.4,CRC89,0.059,0.0000094,WATER 9,NA,,120,EPI,2.8,PHYSPROP,330,PHYSPROP,0.078,0.69,1.6,0.017,EPI
803,96-33-3,"Ácido 2-propenoico, metil éster",Methyl Acrylate,86,PHYSPROP,0.0081,0.0002,EPI,87,PHYSPROP,-77,PHYSPROP,0.95,CRC89,0.086,0.00001,WATER 9,NA,,5.8,EPI,0.8,PHYSPROP,49000,PHYSPROP,0.0062,0.32,0.77,0.0018,EPI
804,96-45-7,2-imidazolidinationa,Ethylene Thiourea,100,PHYSPROP,5.6E-010,1.4E-011,PHYSPROP,0.000002,PHYSPROP,200,PHYSPROP,NA,,0.087,0.00001,WATER 9,NA,,13,EPI,-0.66,PHYSPROP,20000,PHYSPROP,0.00059,0.39,0.94,0.00015,EPI
805,96-91-3,"Fenol, 2-amino-4 ,6-dinitro -","Picramic Acid (2-Amino-4,6-dinitrophenol)",200,PHYSPROP,4E-010,9.8E-012,PHYSPROP,0.00000042,PHYSPROP,170,PHYSPROP,NA,,0.056,0.0000065,WATER 9,NA,,230,EPI,0.93,PHYSPROP,1400,PHYSPROP,0.0027,1.4,3.3,0.0005,EPI
806,961-11-5,NA,Stirofos (Tetrachlorovinphos),370,PHYSPROP,0.000000075,1.8E-009,EPI,0.000000042,PHYSPROP,98,PHYSPROP,NA,,0.037,0.0000043,WATER 9,NA,,1400,EPI,3.5,PHYSPROP,11,PHYSPROP,0.023,12,28,0.0031,EPI
807,97-63-2,"Ácido 2-propenoico, 2-metil-, etil éster",Ethyl Methacrylate,110,PHYSPROP,0.023,0.00057,EPI,21,PHYSPROP,-75,PHYSPROP,0.91,CRC89,0.065,0.0000084,WATER 9,NA,,17,EPI,1.9,PHYSPROP,5400,PHYSPROP,0.029,0.46,1.1,0.007,EPI
808,98-01-1,2-furancarboxaldehido,Furfural,96,PHYSPROP,0.00015,0.0000038,EPI,2.2,PHYSPROP,-38,PHYSPROP,1.2,CRC89,0.085,0.000011,WATER 9,NA,,6.1,EPI,0.41,PHYSPROP,74000,PHYSPROP,0.0032,0.36,0.87,0.00085,EPI
809,98-06-6,"Benceno, (1,1-dimetiletil) -","Butylbenzene, tert-",130,PHYSPROP,0.54,0.013,EPI,2.2,PHYSPROP,-58,PHYSPROP,0.87,CRC89,0.053,0.0000074,WATER 9,NA,,1000,EPI,4.1,PHYSPROP,30,PHYSPROP,0.66,0.59,2.3,0.15,EPI
810,98-07-7,"Benceno, (triclorometil) -",Benzotrichloride,200,PHYSPROP,0.011,0.00026,PHYSPROP,0.41,EPI,-5,PHYSPROP,1.4,CRC89,0.031,0.0000077,WATER 9,NA,,1000,EPI,3.9,PHYSPROP,53,PHYSPROP,0.26,1.3,3.1,0.049,EPI
811,98-56-6,NA,"Chlorobenzotrifluoride, 4-",180,PHYSPROP,1.4,0.035,PHYSPROP,7.6,PHYSPROP,-33,PHYSPROP,1.3,CRC89,0.038,0.000008,WATER 9,NA,,1600,EPI,3.6,PHYSPROP,29,PHYSPROP,0.19,1.1,2.6,0.038,EPI
812,98-66-8,NA,"Chlorobenzene sulfonic acid, p-",190,PHYSPROP,0.000000076,1.9E-009,PHYSPROP,0.0000043,PHYSPROP,67,PHYSPROP,NA,,0.057,0.0000067,WATER 9,NA,,16,EPI,-0.52,PHYSPROP,310000,PHYSPROP,0.00031,1.3,3,0.000059,EPI
813,98-82-8,"Benceno, (1-metiletil) -",Cumene,120,PHYSPROP,0.47,0.012,PHYSPROP,4.5,PHYSPROP,-96,PHYSPROP,0.86,CRC89,0.06,0.0000079,WATER 9,NA,,700,EPI,3.7,PHYSPROP,61,PHYSPROP,0.38,0.5,1.2,0.09,EPI
814,98-83-9,"Benceno, (1-metiletenil) -","Methylstyrene, Alpha-",120,PHYSPROP,0.1,0.0026,EPI,1.9,EPI,-23,PHYSPROP,0.91,CRC89,0.063,0.0000082,WATER 9,NA,,700,EPI,3.5,PHYSPROP,120,PHYSPROP,0.29,0.48,1.2,0.07,EPI
815,98-86-2,"Etanona, 1-fenil -",Acetophenone,120,PHYSPROP,0.00043,0.00001,PHYSPROP,0.4,PHYSPROP,20,PHYSPROP,1,CRC89,0.065,0.0000087,WATER 9,NA,,52,EPI,1.6,PHYSPROP,6100,PHYSPROP,0.016,0.5,1.2,0.0037,EPI
816,98-95-3,"Benceno, nitro -",Nitrobenzene,120,PHYSPROP,0.00098,0.000024,PHYSPROP,0.25,PHYSPROP,5.7,PHYSPROP,1.2,CRC89,0.068,0.0000094,WATER 9,NA,,230,EPI,1.9,PHYSPROP,2100,PHYSPROP,0.023,0.51,1.2,0.0054,EPI
817,99-08-1,NA,"Nitrotoluene, m-",140,PHYSPROP,0.00038,0.0000093,PHYSPROP,0.21,EPI,16,PHYSPROP,1.2,CRC89,0.059,0.0000087,WATER 9,NA,,360,EPI,2.5,PHYSPROP,500,PHYSPROP,0.051,0.62,1.5,0.011,EPI
818,99-35-4,"Benceno, 1,3,5-trinitro -","Trinitrobenzene, 1,3,5-",210,PHYSPROP,0.00000027,6.5E-009,EPI,0.0000064,EPI,120,PHYSPROP,1.5,CRC89,0.029,0.0000077,WATER 9,NA,,1700,EPI,1.2,PHYSPROP,280,PHYSPROP,0.0034,1.6,3.9,0.00061,EPI
819,99-55-8,"Bencenamina, 2-metil-5-nitro -","Methyl-5-Nitroaniline, 2-",150,PHYSPROP,0.00000034,8.3E-009,PHYSPROP,0.00098,PHYSPROP,110,PHYSPROP,NA,,0.067,0.0000078,WATER 9,NA,,180,EPI,1.9,PHYSPROP,10000,PHYSPROP,0.018,0.75,1.8,0.0038,EPI
820,99-59-2,NA,"Methoxy-5-nitroaniline, 2-",170,PHYSPROP,0.00000051,0.000000013,PHYSPROP,0.00032,PHYSPROP,120,PHYSPROP,1.2,CRC89,0.043,0.0000078,WATER 9,NA,,71,EPI,1.5,PHYSPROP,120,PHYSPROP,0.0084,0.92,2.2,0.0017,EPI
821,99-65-0,NA,"Dinitrobenzene, 1,3-",170,PHYSPROP,0.000002,0.000000049,PHYSPROP,0.0009,EPI,90,PHYSPROP,1.6,CRC89,0.048,0.0000092,WATER 9,NA,,350,EPI,1.5,PHYSPROP,530,PHYSPROP,0.0087,0.92,2.2,0.0017,EPI
822,99-94-5,NA,"Toluic Acid, p-",140,EPI,0.000011,0.00000028,YAWS,0.000051,EPI,180,EPI,1.2,PPRTV,0.061,0.000009,WATER 9,NA,,27,PPRTV,2.3,EPI,340,EPI,0.039,0.61,1.5,0.0087,EPI
823,99-99-0,NA,"Nitrotoluene, p-",140,PHYSPROP,0.00023,0.0000056,PHYSPROP,0.016,EPI,52,PHYSPROP,1.1,CRC89,0.057,0.0000084,WATER 9,NA,,360,EPI,2.4,PHYSPROP,440,PHYSPROP,0.045,0.62,1.5,0.01,EPI
824,993-13-5,"Ácido fosfónico, P-metil-",Methyl Phosphonic Acid,96,PHYSPROP,5E-010,1.2E-011,PHYSPROP,0.00033,EPI,110,PHYSPROP,NA,,0.091,0.000011,WATER 9,NA,,1.4,EPI,-0.7,PHYSPROP,20000,PHYSPROP,0.00037,0.36,0.87,0.000098,EPI
825,E1615210,NA,"Dinitrotoluene Mixture, 2,4/2,6-",180,EPI,0.000016,0.0000004,EPI,0.0022,EPI,60,EPI,NA,,0.059,0.0000069,WATER 9,NA,,590,EPI,2.2,EPI,270,EPI,0.022,1.1,2.6,0.0042,EPI
826,E17136615,NA,Diesel Engine Exhaust,NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,
827,E1737665,NA,JP-7,NA,,0.41,0.01,EPA HCD,11,EPA HCD,-55,EPA HCD,0.78,ATSDR Profile,NA,NA,,NA,,NA,,8,EPA HCD,10,EPA HCD,NA,NA,NA,NA,
828,E1790660,NA,Dibutyltin Compounds,NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,
829,E1790664,NA,~Thiocyanates,NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,0.001,RAGSE
830,E1790666,NA,Total Petroleum Hydrocarbons (Aliphatic Low),86,SURROGATE,74,1.8,EPI,150,SURROGATE,-95,SURROGATE,0.66,CRC89,0.073,0.0000082,WATER 9,NA,,130,EPI,3.9,SURROGATE,9.5,SURROGATE,0.72,0.32,1.2,0.2,EPI
831,E1790668,NA,Total Petroleum Hydrocarbons (Aliphatic Medium),130,SURROGATE,140,3.4,EPI,4.5,SURROGATE,-54,SURROGATE,0.72,CRC89,0.051,0.0000068,WATER 9,NA,,800,EPI,5.7,SURROGATE,0.22,SURROGATE,7.4,0.55,2.5,1.7,EPI
832,E1790670,NA,Total Petroleum Hydrocarbons (Aliphatic High),170,EPI,330,8.2,EPI,0.14,EPI,-9.6,EPI,0.88,ChemNet,0.036,0.0000064,WATER 9,NA,,4800,EPI,6.1,EPI,0.0037,EPI,9.8,0.95,4.3,2,EPI
833,E1790672,NA,Total Petroleum Hydrocarbons (Aromatic Low),78,SURROGATE,0.23,0.0056,SURROGATE,95,SURROGATE,5.5,SURROGATE,0.88,CRC89,0.09,0.00001,WATER 9,NA,,150,EPI,2.1,SURROGATE,1800,SURROGATE,0.051,0.29,0.69,0.015,EPI
834,E1790674,NA,Total Petroleum Hydrocarbons (Aromatic Medium),140,SURROGATE,0.02,0.00048,SURROGATE,0.07,SURROGATE,57,SURROGATE,1,CRC89,0.056,0.0000081,WATER 9,NA,,2000,EPI,3.6,SURROGATE,28,SURROGATE,0.31,0.6,1.4,0.069,EPI
835,E1790676,NA,Total Petroleum Hydrocarbons (Aromatic High),200,SURROGATE,0.00036,0.0000089,SURROGATE,0.0000092,SURROGATE,110,SURROGATE,1.3,CRC89,0.028,0.0000072,WATER 9,NA,,55000,EPI,5.2,SURROGATE,0.26,SURROGATE,1.7,1.4,5.7,0.31,EPI
836,E1790678,NA,Tributyltin Compounds,NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,
837,E1841606,NA,"Toxaphene, Weathered",450,PHYSPROP,0.00025,0.000006,PHYSPROP,0.0000067,PHYSPROP,77,PHYSPROP,1.7,SURROGATE,0.021,0.0000053,WATER 9,NA,,77000,EPI,5.9,PHYSPROP,0.55,PHYSPROP,0.42,34,82,0.052,EPI
838,E649830,NA,Coke Oven Emissions,NA,,0.45,0.011,Toxnet HSDB,95,Toxnet HSDB,NA,,NA,,0.1,0.000012,WATER 9,NA,,16000,,NA,,NA,,NA,NA,NA,NA,
839,E701177,NA,Nitrate + Nitrite (measured as nitrogen),NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,0.001,RAGSE
840,E701235,NA,"Chloramines, Organic",NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,NA,
841,E715532,NA,Nickel Refinery Dust,NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,150,BAES,NA,,NA,,NA,,NA,NA,NA,0.0002,RAGSE
842,E715557,NA,Refractory Ceramic Fibers (units in fibers),NA,,NA,NA,,NA,,NA,,NA,,NA,NA,,NA,,NA,,NA,,NA,,NA,NA,NA,0.001,RAGSE
